Plant Name,Soil Type,Soil pH,Temperature,Rainfall (mm),Required Fertilizer,Common Pests & Recommended Pesticides
Lentils,Mountain,6.5,28,1131,Potassium Nitrate,Leaf Curl - Imidacloprid
Potato,Sandy,5.9,28,2248,Calcium Ammonium Nitrate,Panama Wilt - Thiophanate
Strawberry,Alluvial,7.2,25,1895,Sulfur Fertilizer,Leaf Curl - Imidacloprid
Pear,Black,6,19,2372,Phosphate Fertilizer,Rust - Propiconazole
Cashew,Sandy,6.3,18,348,DAP,Leaf Curl - Imidacloprid
Watermelon,Black,6.8,31,611,Farmyard Manure,Rust - Mancozeb
Okra,Sandy,6.5,28,1095,NPK Fertilizer,Scab - Captan
Coconut,Mountain,6.2,19,877,NPK Fertilizer,Rust - Mancozeb
Mustard,Loamy,7.4,33,436,Potassium Nitrate,Bollworm - Cypermethrin
Guava,Mountain,6,15,795,DAP,Scab - Captan
Potato,Laterite,6.1,23,531,Organic Compost,Bollworm - Cypermethrin
Pineapple,Sandy Loam,6.5,20,1332,Potassium Nitrate,Bollworm - Cypermethrin
Wheat,Mountain,7.3,11,1403,Urea,Aphids - Imidacloprid
Pineapple,Alluvial,7.2,29,1388,DAP,Blast - Tricyclazole
Tomato,Sandy Loam,5.9,12,899,DAP,Bollworm - Cypermethrin
Peach,Clayey Loam,5.6,24,461,Farmyard Manure,Blister Blight - Copper Oxychloride
Turmeric,Alluvial,7.1,35,564,DAP,Rust - Mancozeb
Jackfruit,Red,6.9,16,659,Sulfur Fertilizer,Blister Blight - Copper Oxychloride
Spinach,Laterite,6.9,33,1971,Farmyard Manure,Leaf Curl - Imidacloprid
Sunflower,Sandy,7,27,2404,Potash Fertilizer,Bud Rot - Copper Oxychloride
Jute,Clayey,6.6,13,1272,Potassium Nitrate,Anthracnose - Carbendazim
Apple,Clayey,6.8,33,2165,Calcium Ammonium Nitrate,Bollworm - Cypermethrin
Radish,Alluvial,6.2,10,343,Organic Compost,Bollworm - Cypermethrin
Lentils,Alluvial,6,11,1575,DAP,Mealybug - Buprofezin
Green Gram,Mountain,7.5,22,1414,NPK Fertilizer,Stem Borer - Carbaryl
Watermelon,Red,7.4,21,1938,Calcium Ammonium Nitrate,Rust - Mancozeb
Strawberry,Sandy,6.3,11,2391,Sulfur Fertilizer,Blast - Tricyclazole
Mustard,Alluvial,6.9,15,1738,Urea,Late Blight - Mancozeb
Soybean,Laterite,6.7,27,2466,Organic Compost,Bud Rot - Copper Oxychloride
Bamboo,Sandy Loam,6.5,32,1685,Organic Compost,Anthracnose - Carbendazim
Strawberry,Black,7.3,33,484,Potash Fertilizer,Leaf Spot - Chlorothalonil
Tomato,Clayey Loam,7.4,17,853,Sulfur Fertilizer,Blast - Tricyclazole
Jackfruit,Mountain,7.4,16,1701,Calcium Ammonium Nitrate,Blister Blight - Copper Oxychloride
Turmeric,Sandy Loam,5.8,34,495,NPK Fertilizer,Rust - Propiconazole
Coconut,Black,7.4,29,1036,Phosphate Fertilizer,Bollworm - Cypermethrin
Pear,Black,6.4,10,1032,NPK Fertilizer,Mealybug - Buprofezin
Watermelon,Red,5.7,22,1037,NPK Fertilizer,Panama Wilt - Thiophanate
Banana,Loamy,6.5,15,2368,Urea,Anthracnose - Carbendazim
Onion,Clayey,6.9,28,1942,DAP,Mealybug - Buprofezin
Mustard,Black,7.3,27,338,Farmyard Manure,Scab - Captan
Peach,Laterite,6.9,35,2364,Calcium Ammonium Nitrate,Blast - Tricyclazole
Pear,Black,6.1,15,532,Potash Fertilizer,Blister Blight - Copper Oxychloride
Rice,Laterite,7.1,10,2457,Potash Fertilizer,Mealybug - Buprofezin
Wheat,Loamy,7.2,17,1265,Sulfur Fertilizer,Leaf Curl - Imidacloprid
Pumpkin,Alluvial,5.7,27,2261,Farmyard Manure,Coffee Rust - Propiconazole
Wheat,Clayey,5.8,33,1463,Potash Fertilizer,Bollworm - Cypermethrin
Mango,Laterite,5.9,33,1475,Potash Fertilizer,Leaf Curl - Imidacloprid
Onion,Clayey Loam,5.6,18,2089,Phosphate Fertilizer,Leaf Curl - Imidacloprid
Okra,Clayey,6.5,13,1961,Potash Fertilizer,Coffee Rust - Propiconazole
Okra,Black,7.2,22,598,Phosphate Fertilizer,Scab - Captan
Cabbage,Mountain,7.3,28,945,NPK Fertilizer,Mealybug - Buprofezin
Cabbage,Mountain,7.2,12,517,DAP,Rust - Mancozeb
Tea,Mountain,6.5,24,668,Phosphate Fertilizer,Blister Blight - Copper Oxychloride
Strawberry,Sandy,5.7,16,1167,Phosphate Fertilizer,Late Blight - Mancozeb
Sugarcane,Loamy,6.4,35,864,Potash Fertilizer,Blister Blight - Copper Oxychloride
Sugarcane,Alluvial,5.9,21,583,Sulfur Fertilizer,Scab - Captan
Mustard,Alluvial,5.8,23,1563,Phosphate Fertilizer,Anthracnose - Carbendazim
Chili,Loamy,6.8,35,1097,Potassium Nitrate,Bud Rot - Copper Oxychloride
Eucalyptus,Alluvial,5.9,26,2379,Sulfur Fertilizer,Powdery Mildew - Sulfur
Sunflower,Clayey,7.1,21,1726,Calcium Ammonium Nitrate,Aphids - Imidacloprid
Bamboo,Alluvial,7.3,25,1249,Farmyard Manure,Thrips - Spinosad
Mango,Sandy,6.5,15,347,Potassium Nitrate,Leaf Curl - Imidacloprid
Banana,Loamy,6.4,25,1582,NPK Fertilizer,Stem Borer - Carbaryl
Cotton,Clayey Loam,7.1,34,762,Organic Compost,Red Rot - Carbendazim
Black Gram,Mountain,7.4,30,583,Organic Compost,Thrips - Spinosad
Jute,Loamy,6.7,33,2095,Calcium Ammonium Nitrate,Scab - Captan
Jute,Red,6,34,928,DAP,Powdery Mildew - Sulfur
Jute,Alluvial,5.7,29,924,Potassium Nitrate,Blast - Tricyclazole
Green Gram,Sandy Loam,7,28,1842,Calcium Ammonium Nitrate,Coffee Rust - Propiconazole
Pumpkin,Laterite,5.6,13,1277,DAP,Red Rot - Carbendazim
Jute,Loamy,6,13,1970,Potash Fertilizer,Bollworm - Cypermethrin
Coffee,Loamy,6.6,22,1416,Sulfur Fertilizer,Rust - Mancozeb
Spinach,Loamy,7,33,343,DAP,Stem Borer - Carbaryl
Mahogany,Black,6,22,2277,Organic Compost,Leaf Curl - Imidacloprid
Wheat,Alluvial,5.9,12,1626,Farmyard Manure,Rust - Propiconazole
Tea,Laterite,6.3,24,2251,Farmyard Manure,Stem Borer - Carbaryl
Pineapple,Clayey Loam,6.5,35,757,Urea,Anthracnose - Carbendazim
Lentils,Sandy Loam,6.5,11,1940,Urea,Scab - Captan
Apple,Loamy,6.6,26,1114,Potash Fertilizer,Mealybug - Buprofezin
Ginger,Sandy Loam,5.8,32,1318,Phosphate Fertilizer,Stem Borer - Carbaryl
Jute,Sandy Loam,6.2,17,651,NPK Fertilizer,Thrips - Spinosad
Maize,Laterite,6.7,17,317,Potassium Nitrate,Aphids - Imidacloprid
Turmeric,Sandy Loam,6.9,35,1199,Potassium Nitrate,Bollworm - Cypermethrin
Eucalyptus,Clayey Loam,6.9,31,2223,Urea,Scab - Captan
Turmeric,Sandy,7,35,712,Sulfur Fertilizer,Rust - Mancozeb
Tea,Red,6.3,25,1696,Phosphate Fertilizer,Bud Rot - Copper Oxychloride
Pineapple,Clayey Loam,6.9,27,498,Phosphate Fertilizer,Thrips - Spinosad
Watermelon,Loamy,5.6,20,1193,Organic Compost,Rust - Mancozeb
Pineapple,Sandy,7.2,29,964,Potash Fertilizer,Red Rot - Carbendazim
Wheat,Alluvial,6.4,10,2193,Farmyard Manure,Rust - Propiconazole
Potato,Sandy,5.9,33,2020,Farmyard Manure,Blast - Tricyclazole
Groundnut,Sandy Loam,7.1,23,2314,DAP,Stem Borer - Carbaryl
Jackfruit,Sandy,6.2,11,925,Calcium Ammonium Nitrate,Late Blight - Mancozeb
Cotton,Sandy,6,28,867,Organic Compost,Anthracnose - Carbendazim
Green Gram,Red,6.5,35,1245,Phosphate Fertilizer,Thrips - Spinosad
Radish,Loamy,7.1,29,560,Organic Compost,Late Blight - Mancozeb
Brinjal,Sandy Loam,7.3,25,1990,DAP,Rust - Propiconazole
Ginger,Sandy,5.8,30,2332,Potassium Nitrate,Thrips - Spinosad
Cashew,Loamy,6.8,31,1939,Organic Compost,Blast - Tricyclazole
Cotton,Clayey,5.6,34,1272,Organic Compost,Stem Borer - Carbaryl
Sugarcane,Clayey Loam,5.6,29,1883,Phosphate Fertilizer,Late Blight - Mancozeb
Rice,Alluvial,6.1,21,1842,Calcium Ammonium Nitrate,Late Blight - Mancozeb
Sunflower,Black,6.5,24,2134,Phosphate Fertilizer,Leaf Spot - Chlorothalonil
Basil,Clayey,5.5,23,1333,Farmyard Manure,Mealybug - Buprofezin
Onion,Laterite,6.9,29,711,Organic Compost,Red Rot - Carbendazim
Brinjal,Clayey Loam,7.2,14,397,DAP,Bollworm - Cypermethrin
Papaya,Sandy Loam,7,24,1972,Phosphate Fertilizer,Rust - Mancozeb
Cauliflower,Clayey Loam,6.3,28,1467,Potassium Nitrate,Leaf Curl - Imidacloprid
Peas,Black,5.6,19,1851,Urea,Powdery Mildew - Sulfur
Turmeric,Sandy Loam,7.3,13,519,Phosphate Fertilizer,Coffee Rust - Propiconazole
Potato,Clayey Loam,6.5,31,1964,Potash Fertilizer,Leaf Spot - Chlorothalonil
Pineapple,Alluvial,7.2,29,1199,Potassium Nitrate,Thrips - Spinosad
Wheat,Alluvial,6.1,34,1695,Calcium Ammonium Nitrate,Powdery Mildew - Sulfur
Papaya,Mountain,5.9,14,900,Phosphate Fertilizer,Mealybug - Buprofezin
Bamboo,Black,5.8,19,910,Calcium Ammonium Nitrate,Mealybug - Buprofezin
Ginger,Mountain,6.5,24,1902,Potash Fertilizer,Blast - Tricyclazole
Spinach,Clayey,5.8,28,664,Farmyard Manure,Red Rot - Carbendazim
Basil,Mountain,7,10,1910,Potash Fertilizer,Stem Borer - Carbaryl
Cabbage,Clayey,5.9,18,757,NPK Fertilizer,Mealybug - Buprofezin
Wheat,Black,6.3,26,951,Phosphate Fertilizer,Powdery Mildew - Sulfur
Potato,Clayey Loam,6,28,683,NPK Fertilizer,Leaf Spot - Chlorothalonil
Peas,Loamy,6.4,25,1514,Phosphate Fertilizer,Leaf Spot - Chlorothalonil
Rice,Laterite,6.5,35,1088,Phosphate Fertilizer,Leaf Curl - Imidacloprid
Chili,Mountain,7.2,27,610,Sulfur Fertilizer,Thrips - Spinosad
Guava,Sandy Loam,5.9,11,1026,Phosphate Fertilizer,Scab - Captan
Turmeric,Red,6.6,10,1150,Potassium Nitrate,Thrips - Spinosad
Onion,Alluvial,6.3,33,897,Phosphate Fertilizer,Red Rot - Carbendazim
Sunflower,Alluvial,6.9,35,681,NPK Fertilizer,Late Blight - Mancozeb
Tomato,Red,5.7,20,1061,Organic Compost,Thrips - Spinosad
Mango,Alluvial,5.9,19,628,Organic Compost,Aphids - Imidacloprid
Green Gram,Sandy Loam,6.8,12,304,Farmyard Manure,Anthracnose - Carbendazim
Eucalyptus,Sandy Loam,6.7,17,2195,Sulfur Fertilizer,Leaf Curl - Imidacloprid
Watermelon,Sandy,6.4,34,1047,Sulfur Fertilizer,Mealybug - Buprofezin
Tomato,Loamy,6.8,28,2212,DAP,Scab - Captan
Jackfruit,Loamy,6.9,31,1687,Urea,Scab - Captan
Strawberry,Loamy,6,18,1953,Organic Compost,Stem Borer - Carbaryl
Aloe Vera,Sandy,7,35,2204,Potassium Nitrate,Scab - Captan
Tea,Alluvial,5.8,31,591,DAP,Bollworm - Cypermethrin
Carrot,Clayey,5.9,22,1956,Potassium Nitrate,Blast - Tricyclazole
Mustard,Red,5.9,35,1756,Organic Compost,Late Blight - Mancozeb
Watermelon,Black,5.8,28,1669,Potassium Nitrate,Aphids - Imidacloprid
Pineapple,Black,6.4,28,2237,Organic Compost,Rust - Propiconazole
Tea,Clayey Loam,5.9,28,1032,Calcium Ammonium Nitrate,Rust - Propiconazole
Eucalyptus,Loamy,5.7,25,2310,Organic Compost,Red Rot - Carbendazim
Mahogany,Sandy Loam,6.3,30,343,DAP,Panama Wilt - Thiophanate
Banana,Black,6.7,14,1361,Sulfur Fertilizer,Leaf Curl - Imidacloprid
Papaya,Laterite,6.8,31,1150,Calcium Ammonium Nitrate,Coffee Rust - Propiconazole
Guava,Red,5.8,28,2224,Organic Compost,Bud Rot - Copper Oxychloride
Pineapple,Clayey Loam,5.6,16,2387,Phosphate Fertilizer,Aphids - Imidacloprid
Jackfruit,Alluvial,6.1,31,607,Potash Fertilizer,Bollworm - Cypermethrin
Peas,Sandy,6.7,33,834,Potassium Nitrate,Bollworm - Cypermethrin
Aloe Vera,Sandy Loam,6.4,33,2084,Phosphate Fertilizer,Mealybug - Buprofezin
Onion,Black,7,26,1827,Phosphate Fertilizer,Blister Blight - Copper Oxychloride
Pear,Alluvial,6.4,16,717,Farmyard Manure,Scab - Captan
Mahogany,Red,6.9,16,1439,Sulfur Fertilizer,Blister Blight - Copper Oxychloride
Potato,Sandy Loam,6.8,30,1922,Potassium Nitrate,Powdery Mildew - Sulfur
Pineapple,Laterite,6.7,30,622,Potassium Nitrate,Rust - Mancozeb
Cauliflower,Sandy,6.8,17,721,Sulfur Fertilizer,Red Rot - Carbendazim
Pumpkin,Laterite,6.8,19,1632,Calcium Ammonium Nitrate,Late Blight - Mancozeb
Ginger,Black,6.3,15,2463,Calcium Ammonium Nitrate,Bud Rot - Copper Oxychloride
Groundnut,Alluvial,7.1,10,409,Sulfur Fertilizer,Bud Rot - Copper Oxychloride
Turmeric,Red,6.1,12,2155,DAP,Rust - Mancozeb
Maize,Mountain,6.4,20,2355,Potash Fertilizer,Red Rot - Carbendazim
Aloe Vera,Black,6.4,34,2454,Phosphate Fertilizer,Red Rot - Carbendazim
Coconut,Sandy Loam,6.4,22,1222,Farmyard Manure,Rust - Propiconazole
Pineapple,Red,6,30,1420,Organic Compost,Leaf Spot - Chlorothalonil
Brinjal,Laterite,6.9,17,1412,Phosphate Fertilizer,Late Blight - Mancozeb
Wheat,Clayey,5.7,32,1859,NPK Fertilizer,Blister Blight - Copper Oxychloride
Aloe Vera,Clayey Loam,7,22,1923,NPK Fertilizer,Coffee Rust - Propiconazole
Papaya,Black,6.6,35,1496,Potash Fertilizer,Blast - Tricyclazole
Pineapple,Laterite,6.3,12,2450,DAP,Thrips - Spinosad
Black Gram,Alluvial,6.1,23,415,NPK Fertilizer,Rust - Propiconazole
Strawberry,Black,6,15,1174,DAP,Blister Blight - Copper Oxychloride
Coffee,Red,6.9,31,1225,NPK Fertilizer,Stem Borer - Carbaryl
Cauliflower,Sandy,6.8,21,717,Organic Compost,Bollworm - Cypermethrin
Wheat,Sandy,6,17,1511,Phosphate Fertilizer,Coffee Rust - Propiconazole
Cauliflower,Alluvial,7.4,10,1062,Potassium Nitrate,Mealybug - Buprofezin
Jackfruit,Mountain,7.5,10,2498,Farmyard Manure,Scab - Captan
Maize,Sandy,6.8,34,2104,Farmyard Manure,Bollworm - Cypermethrin
Basil,Loamy,5.7,27,936,Phosphate Fertilizer,Bud Rot - Copper Oxychloride
Black Gram,Red,5.7,33,1649,NPK Fertilizer,Anthracnose - Carbendazim
Mango,Sandy,5.9,22,1367,Sulfur Fertilizer,Thrips - Spinosad
Lentils,Red,6,21,639,NPK Fertilizer,Leaf Curl - Imidacloprid
Apple,Clayey Loam,7.1,20,872,NPK Fertilizer,Blast - Tricyclazole
Pineapple,Clayey,6,15,1467,Urea,Scab - Captan
Soybean,Clayey,6,19,1338,Potassium Nitrate,Aphids - Imidacloprid
Peas,Mountain,7.1,33,1259,Sulfur Fertilizer,Late Blight - Mancozeb
Peas,Laterite,6.3,21,699,Urea,Scab - Captan
Jackfruit,Black,5.8,35,1911,Calcium Ammonium Nitrate,Scab - Captan
Coffee,Clayey,7.2,22,881,Organic Compost,Blast - Tricyclazole
Lentils,Mountain,7.3,29,1827,Urea,Coffee Rust - Propiconazole
Papaya,Mountain,7.4,17,877,Farmyard Manure,Coffee Rust - Propiconazole
Wheat,Sandy,5.7,24,1395,Farmyard Manure,Blister Blight - Copper Oxychloride
Chili,Red,6.4,35,2175,Calcium Ammonium Nitrate,Blister Blight - Copper Oxychloride
Bamboo,Mountain,7.2,25,741,Calcium Ammonium Nitrate,Mealybug - Buprofezin
Blueberry,Red,6.4,10,1441,Phosphate Fertilizer,Late Blight - Mancozeb
Black Gram,Mountain,6.6,29,572,Phosphate Fertilizer,Blister Blight - Copper Oxychloride
Mahogany,Clayey,6.5,35,1764,Urea,Bollworm - Cypermethrin
Mango,Loamy,7.3,21,1485,DAP,Leaf Curl - Imidacloprid
Brinjal,Black,6.3,22,1750,NPK Fertilizer,Red Rot - Carbendazim
Pineapple,Clayey Loam,6.6,14,1389,NPK Fertilizer,Blast - Tricyclazole
Sugarcane,Clayey Loam,7.2,29,1043,Farmyard Manure,Mealybug - Buprofezin
Mustard,Clayey,6.2,28,2415,Potassium Nitrate,Panama Wilt - Thiophanate
Potato,Sandy,5.9,33,487,Potassium Nitrate,Stem Borer - Carbaryl
Mango,Loamy,7,14,956,Potash Fertilizer,Bollworm - Cypermethrin
Bamboo,Sandy Loam,6.5,27,1223,NPK Fertilizer,Mealybug - Buprofezin
Blueberry,Alluvial,6.3,23,861,Organic Compost,Bollworm - Cypermethrin
Pumpkin,Laterite,7.2,14,414,Farmyard Manure,Coffee Rust - Propiconazole
Pear,Sandy Loam,6.9,20,2266,DAP,Mealybug - Buprofezin
Radish,Sandy Loam,6.1,30,686,Organic Compost,Stem Borer - Carbaryl
Cauliflower,Sandy,7.4,19,952,Sulfur Fertilizer,Blister Blight - Copper Oxychloride
Wheat,Sandy,6.7,29,2441,NPK Fertilizer,Leaf Spot - Chlorothalonil
Papaya,Clayey,5.6,14,565,Potash Fertilizer,Thrips - Spinosad
Okra,Black,7.4,26,311,Potassium Nitrate,Anthracnose - Carbendazim
Strawberry,Clayey,6.5,11,2013,Potassium Nitrate,Leaf Spot - Chlorothalonil
Cauliflower,Sandy,6.5,35,2302,Sulfur Fertilizer,Scab - Captan
Blueberry,Red,5.7,14,317,Potash Fertilizer,Rust - Propiconazole
Sunflower,Alluvial,6.1,31,1076,DAP,Mealybug - Buprofezin
Tea,Loamy,5.8,12,1837,Sulfur Fertilizer,Mealybug - Buprofezin
Mango,Laterite,6.4,11,929,DAP,Late Blight - Mancozeb
Mahogany,Black,6.6,28,2315,Phosphate Fertilizer,Blister Blight - Copper Oxychloride
Strawberry,Clayey,5.7,32,1445,Calcium Ammonium Nitrate,Thrips - Spinosad
Jackfruit,Laterite,6.4,32,1108,NPK Fertilizer,Bud Rot - Copper Oxychloride
Mahogany,Sandy,6.9,20,2493,Calcium Ammonium Nitrate,Aphids - Imidacloprid
Jackfruit,Clayey Loam,7.5,11,677,Phosphate Fertilizer,Leaf Spot - Chlorothalonil
Okra,Laterite,7.3,20,779,Organic Compost,Stem Borer - Carbaryl
Banana,Clayey Loam,7.1,24,813,DAP,Bollworm - Cypermethrin
Onion,Clayey,7.5,14,1130,Calcium Ammonium Nitrate,Anthracnose - Carbendazim
Rice,Laterite,6.6,27,694,NPK Fertilizer,Coffee Rust - Propiconazole
Wheat,Mountain,5.7,16,2259,NPK Fertilizer,Red Rot - Carbendazim
Ginger,Black,6.3,29,2440,Calcium Ammonium Nitrate,Late Blight - Mancozeb
Okra,Alluvial,6.7,35,1400,Potassium Nitrate,Coffee Rust - Propiconazole
Tea,Sandy Loam,7.3,28,2122,Potash Fertilizer,Late Blight - Mancozeb
Watermelon,Red,6.5,31,1712,Calcium Ammonium Nitrate,Red Rot - Carbendazim
Coconut,Clayey Loam,6.6,26,304,NPK Fertilizer,Red Rot - Carbendazim
Carrot,Laterite,5.7,23,1832,Urea,Blast - Tricyclazole
Basil,Alluvial,6.9,15,898,Sulfur Fertilizer,Stem Borer - Carbaryl
Eucalyptus,Red,5.9,10,2354,Urea,Coffee Rust - Propiconazole
Cotton,Laterite,6.9,29,1249,DAP,Leaf Spot - Chlorothalonil
Soybean,Black,6.4,12,571,NPK Fertilizer,Coffee Rust - Propiconazole
Banana,Clayey Loam,7,29,941,NPK Fertilizer,Mealybug - Buprofezin
Wheat,Red,7.2,15,953,Sulfur Fertilizer,Coffee Rust - Propiconazole
Papaya,Mountain,6.1,33,892,Urea,Panama Wilt - Thiophanate
Coconut,Clayey,6.2,19,2419,Phosphate Fertilizer,Leaf Curl - Imidacloprid
Mahogany,Mountain,6.1,24,1372,Phosphate Fertilizer,Anthracnose - Carbendazim
Mango,Black,7,23,2381,Phosphate Fertilizer,Blast - Tricyclazole
Bamboo,Sandy,6.7,16,2247,Urea,Coffee Rust - Propiconazole
Green Gram,Sandy Loam,7.4,25,471,Potassium Nitrate,Rust - Mancozeb
Turmeric,Black,7.1,32,578,NPK Fertilizer,Mealybug - Buprofezin
Cauliflower,Laterite,7.4,12,927,Sulfur Fertilizer,Panama Wilt - Thiophanate
Mahogany,Loamy,6.3,12,2191,Sulfur Fertilizer,Scab - Captan
Pumpkin,Mountain,6,28,1612,Organic Compost,Leaf Curl - Imidacloprid
Rice,Red,6.4,20,1996,Calcium Ammonium Nitrate,Anthracnose - Carbendazim
Sunflower,Sandy Loam,6.3,33,1107,Farmyard Manure,Stem Borer - Carbaryl
Papaya,Laterite,6.7,30,1731,Potassium Nitrate,Blister Blight - Copper Oxychloride
Radish,Sandy Loam,5.7,15,2342,Potassium Nitrate,Powdery Mildew - Sulfur
Groundnut,Sandy,6.1,19,1806,Organic Compost,Coffee Rust - Propiconazole
Tea,Red,6.3,33,1334,Urea,Bollworm - Cypermethrin
Aloe Vera,Red,6,26,1486,DAP,Blister Blight - Copper Oxychloride
Aloe Vera,Black,6.7,20,771,Phosphate Fertilizer,Bollworm - Cypermethrin
Sugarcane,Alluvial,7,16,1434,NPK Fertilizer,Bud Rot - Copper Oxychloride
Neem,Mountain,7,29,1433,Potassium Nitrate,Red Rot - Carbendazim
Aloe Vera,Mountain,5.9,34,1344,Sulfur Fertilizer,Rust - Mancozeb
Lentils,Laterite,6,11,455,DAP,Blister Blight - Copper Oxychloride
Banana,Clayey,7.2,11,516,Potassium Nitrate,Anthracnose - Carbendazim
Rice,Clayey,5.6,24,1076,Farmyard Manure,Powdery Mildew - Sulfur
Coconut,Clayey,6.9,11,599,Calcium Ammonium Nitrate,Red Rot - Carbendazim
Cabbage,Red,5.9,32,1540,Urea,Thrips - Spinosad
Tomato,Laterite,6.5,12,1120,Potassium Nitrate,Rust - Mancozeb
Radish,Mountain,6.7,21,854,NPK Fertilizer,Rust - Propiconazole
Ginger,Red,6.9,30,1052,Phosphate Fertilizer,Thrips - Spinosad
Wheat,Sandy Loam,6.8,13,1674,Potassium Nitrate,Mealybug - Buprofezin
Eucalyptus,Sandy Loam,7.3,35,1199,Potassium Nitrate,Powdery Mildew - Sulfur
Potato,Sandy,7.1,14,1148,Urea,Powdery Mildew - Sulfur
Groundnut,Clayey Loam,7.2,15,2147,Farmyard Manure,Panama Wilt - Thiophanate
Coffee,Laterite,5.6,24,1020,DAP,Bollworm - Cypermethrin
Mustard,Sandy,5.6,17,963,Urea,Powdery Mildew - Sulfur
Papaya,Clayey,6.7,18,2145,Potassium Nitrate,Bud Rot - Copper Oxychloride
Pineapple,Clayey,6,31,1388,Calcium Ammonium Nitrate,Late Blight - Mancozeb
Potato,Sandy Loam,6.8,30,1001,Potassium Nitrate,Stem Borer - Carbaryl
Sugarcane,Alluvial,6.3,15,2310,Organic Compost,Mealybug - Buprofezin
Rice,Loamy,7.1,31,763,Phosphate Fertilizer,Aphids - Imidacloprid
Groundnut,Clayey,7.5,24,1132,Urea,Mealybug - Buprofezin
Brinjal,Sandy Loam,6.8,35,1071,Potassium Nitrate,Aphids - Imidacloprid
Pear,Black,7,11,1640,Organic Compost,Leaf Spot - Chlorothalonil
Green Gram,Alluvial,6.5,23,630,Calcium Ammonium Nitrate,Stem Borer - Carbaryl
Onion,Sandy Loam,6,25,1846,Urea,Panama Wilt - Thiophanate
Spinach,Clayey Loam,6.4,28,2401,Urea,Stem Borer - Carbaryl
Cotton,Black,6.7,13,868,DAP,Bollworm - Cypermethrin
Peach,Clayey,5.8,14,572,Potassium Nitrate,Stem Borer - Carbaryl
Spinach,Clayey Loam,5.9,30,943,Phosphate Fertilizer,Rust - Mancozeb
Eucalyptus,Black,6,20,2360,Urea,Panama Wilt - Thiophanate
Aloe Vera,Mountain,5.9,14,1856,Potassium Nitrate,Thrips - Spinosad
Wheat,Mountain,6.6,35,2061,Sulfur Fertilizer,Thrips - Spinosad
Groundnut,Loamy,7.2,21,1545,Sulfur Fertilizer,Blister Blight - Copper Oxychloride
Jackfruit,Mountain,6.9,35,757,Potassium Nitrate,Stem Borer - Carbaryl
Pumpkin,Mountain,7,10,1500,Organic Compost,Stem Borer - Carbaryl
Eucalyptus,Black,5.9,20,2447,Phosphate Fertilizer,Blast - Tricyclazole
Neem,Clayey Loam,7.3,28,1730,Organic Compost,Rust - Propiconazole
Radish,Clayey,6,21,1186,Phosphate Fertilizer,Blister Blight - Copper Oxychloride
Basil,Laterite,6.9,24,452,Sulfur Fertilizer,Scab - Captan
Pineapple,Sandy Loam,5.9,15,785,Calcium Ammonium Nitrate,Powdery Mildew - Sulfur
Cauliflower,Mountain,7,17,1530,Organic Compost,Thrips - Spinosad
Watermelon,Sandy Loam,6,27,1037,Sulfur Fertilizer,Rust - Propiconazole
Peach,Sandy Loam,5.9,23,1980,Calcium Ammonium Nitrate,Aphids - Imidacloprid
Jute,Mountain,6.9,31,1589,Calcium Ammonium Nitrate,Coffee Rust - Propiconazole
Chili,Red,6.6,18,627,Urea,Scab - Captan
Banana,Alluvial,6.5,22,995,Sulfur Fertilizer,Anthracnose - Carbendazim
Green Gram,Sandy,7.3,21,1318,DAP,Rust - Mancozeb
Mahogany,Clayey,6.5,12,1122,Sulfur Fertilizer,Leaf Spot - Chlorothalonil
Onion,Clayey,7,18,1954,Calcium Ammonium Nitrate,Late Blight - Mancozeb
Aloe Vera,Black,6.6,33,367,Potassium Nitrate,Aphids - Imidacloprid
Eucalyptus,Sandy,6.5,23,1155,Phosphate Fertilizer,Leaf Spot - Chlorothalonil
Cabbage,Laterite,5.7,14,2032,DAP,Blister Blight - Copper Oxychloride
Radish,Clayey Loam,7,34,2295,Calcium Ammonium Nitrate,Leaf Curl - Imidacloprid
Blueberry,Alluvial,6.3,18,1911,DAP,Mealybug - Buprofezin
Black Gram,Sandy,6,23,1994,Sulfur Fertilizer,Powdery Mildew - Sulfur
Pineapple,Clayey,7.2,19,504,Calcium Ammonium Nitrate,Powdery Mildew - Sulfur
Wheat,Sandy,6.6,20,1682,Potassium Nitrate,Powdery Mildew - Sulfur
Mango,Alluvial,5.8,13,2406,Farmyard Manure,Anthracnose - Carbendazim
Bamboo,Clayey,5.8,28,2351,Sulfur Fertilizer,Scab - Captan
Cotton,Sandy,6.1,30,2416,Calcium Ammonium Nitrate,Bollworm - Cypermethrin
Pear,Clayey,6.8,11,1824,Organic Compost,Scab - Captan
Eucalyptus,Clayey Loam,6.5,19,1740,Urea,Rust - Mancozeb
Turmeric,Sandy Loam,6.3,11,625,Sulfur Fertilizer,Late Blight - Mancozeb
Mango,Alluvial,7.4,27,884,Organic Compost,Powdery Mildew - Sulfur
Jute,Alluvial,7.1,23,464,Urea,Coffee Rust - Propiconazole
Chili,Red,6.9,33,538,Potassium Nitrate,Scab - Captan
Cabbage,Sandy,7.4,22,1817,Calcium Ammonium Nitrate,Scab - Captan
Spinach,Red,5.8,19,2160,Phosphate Fertilizer,Blister Blight - Copper Oxychloride
Pear,Clayey Loam,6.5,34,1345,Urea,Thrips - Spinosad
Maize,Mountain,6.3,18,1510,Urea,Scab - Captan
