Plant Name,Soil Type,Soil pH,Temperature,Rainfall,Required Fertilizer,Common Pests & Recommended Pesticides
Basil,Mountain,5.6,32,518,Calcium Ammonium Nitrate,Rust - Propiconazole
Coconut,Loamy,5.7,35,1510,Farmyard Manure,Stem Borer - Carbaryl
Cauliflower,Clayey,7.2,30,1489,Phosphate Fertilizer,Anthracnose - Carbendazim
Apple,Sandy,6.9,11,722,Urea,Bud Rot - Copper Oxychloride
Turmeric,Mountain,5.6,18,1437,Calcium Ammonium Nitrate,Blister Blight - Copper Oxychloride
Peas,Black,6.4,26,2298,Farmyard Manure,Aphids - Imidacloprid
Aloe Vera,Sandy,5.6,23,2166,NPK Fertilizer,Blast - Tricyclazole
Ginger,Loamy,6.9,25,2276,Potash Fertilizer,Aphids - Imidacloprid
Mahogany,Black,6.6,21,2055,Potash Fertilizer,Powdery Mildew - Sulfur
Spinach,Black,6.9,21,1482,Potassium Nitrate,Powdery Mildew - Sulfur
Cashew,Mountain,7,31,1466,Farmyard Manure,Leaf Curl - Imidacloprid
Lentils,Laterite,6.9,24,736,Organic Compost,Red Rot - Carbendazim
Coffee,Mountain,6.1,17,1401,Calcium Ammonium Nitrate,Bud Rot - Copper Oxychloride
Banana,Black,6.9,28,1481,Calcium Ammonium Nitrate,Blast - Tricyclazole
Jute,Sandy Loam,7.2,10,861,Phosphate Fertilizer,Red Rot - Carbendazim
Tomato,Clayey Loam,5.5,31,1689,Potash Fertilizer,Leaf Spot - Chlorothalonil
Green Gram,Laterite,7.1,28,1582,Farmyard Manure,Bud Rot - Copper Oxychloride
Watermelon,Mountain,6.2,25,1216,Calcium Ammonium Nitrate,Late Blight - Mancozeb
Banana,Loamy,6,26,786,Organic Compost,Leaf Curl - Imidacloprid
Radish,Clayey,6.6,25,1028,DAP,Scab - Captan
Ginger,Loamy,7.4,32,2330,NPK Fertilizer,Rust - Propiconazole
Cotton,Alluvial,7.1,18,770,Calcium Ammonium Nitrate,Late Blight - Mancozeb
Mahogany,Mountain,6.3,26,1165,Organic Compost,Late Blight - Mancozeb
Black Gram,Black,5.7,12,763,NPK Fertilizer,Anthracnose - Carbendazim
Blueberry,Clayey Loam,6.6,28,772,Phosphate Fertilizer,Anthracnose - Carbendazim
Soybean,Alluvial,6.3,27,1504,Potassium Nitrate,Thrips - Spinosad
Lentils,Clayey,6.7,24,1605,NPK Fertilizer,Bollworm - Cypermethrin
Radish,Black,6.4,13,639,Organic Compost,Rust - Mancozeb
Papaya,Red,6.2,24,396,NPK Fertilizer,Bollworm - Cypermethrin
Jackfruit,Clayey Loam,7.3,31,2274,Phosphate Fertilizer,Rust - Propiconazole
Sugarcane,Red,7.3,23,2040,Phosphate Fertilizer,Leaf Curl - Imidacloprid
Pomegranate,Sandy,6.6,31,2223,Potash Fertilizer,Blister Blight - Copper Oxychloride
Mustard,Mountain,7.2,21,2498,Farmyard Manure,Blister Blight - Copper Oxychloride
Mahogany,Clayey Loam,7,23,361,DAP,Stem Borer - Carbaryl
Sunflower,Clayey,5.9,35,2215,Calcium Ammonium Nitrate,Rust - Mancozeb
Strawberry,Red,6.8,22,2390,Potash Fertilizer,Leaf Curl - Imidacloprid
Pomegranate,Laterite,5.9,10,2004,Sulfur Fertilizer,Blister Blight - Copper Oxychloride
Onion,Loamy,6.1,32,672,Sulfur Fertilizer,Mealybug - Buprofezin
Cauliflower,Mountain,6.7,28,2273,DAP,Rust - Propiconazole
Brinjal,Black,6.7,24,570,Phosphate Fertilizer,Blister Blight - Copper Oxychloride
Blueberry,Clayey,6.9,23,1725,Potassium Nitrate,Stem Borer - Carbaryl
Pomegranate,Loamy,5.8,24,2434,DAP,Powdery Mildew - Sulfur
Wheat,Mountain,6.8,19,601,DAP,Red Rot - Carbendazim
Cotton,Clayey,6,25,1847,Potassium Nitrate,Late Blight - Mancozeb
Peas,Black,7.1,30,1727,DAP,Rust - Propiconazole
Coffee,Sandy,7.2,22,1723,Potash Fertilizer,Coffee Rust - Propiconazole
Peach,Sandy Loam,5.8,27,2101,Calcium Ammonium Nitrate,Anthracnose - Carbendazim
Mustard,Sandy Loam,5.6,21,1294,Urea,Rust - Mancozeb
Pumpkin,Clayey,6.3,20,1534,Phosphate Fertilizer,Scab - Captan
Cabbage,Sandy Loam,7.1,26,1548,Farmyard Manure,Panama Wilt - Thiophanate
Peas,Red,7.5,25,676,Potash Fertilizer,Late Blight - Mancozeb
Sunflower,Mountain,5.6,21,799,Calcium Ammonium Nitrate,Bollworm - Cypermethrin
Pear,Mountain,6.4,31,1397,DAP,Bollworm - Cypermethrin
Ginger,Red,6.2,23,1070,Sulfur Fertilizer,Thrips - Spinosad
Pomegranate,Alluvial,5.8,22,2461,Potash Fertilizer,Coffee Rust - Propiconazole
Groundnut,Mountain,5.9,14,2249,Farmyard Manure,Mealybug - Buprofezin
Okra,Loamy,7.3,12,2452,NPK Fertilizer,Blast - Tricyclazole
Aloe Vera,Sandy Loam,5.7,24,517,Potash Fertilizer,Scab - Captan
Mahogany,Red,5.9,28,2380,Sulfur Fertilizer,Thrips - Spinosad
Guava,Loamy,7.4,24,2414,Phosphate Fertilizer,Leaf Spot - Chlorothalonil
Brinjal,Mountain,6.6,19,688,DAP,Blister Blight - Copper Oxychloride
Wheat,Clayey,7,32,399,Potash Fertilizer,Coffee Rust - Propiconazole
Bamboo,Sandy Loam,6.9,26,428,Calcium Ammonium Nitrate,Blister Blight - Copper Oxychloride
Wheat,Sandy Loam,6.8,21,545,Phosphate Fertilizer,Bud Rot - Copper Oxychloride
Pear,Alluvial,7.1,10,874,NPK Fertilizer,Leaf Curl - Imidacloprid
Cauliflower,Mountain,6.2,15,2047,Urea,Bud Rot - Copper Oxychloride
Sugarcane,Alluvial,5.9,28,2095,Potassium Nitrate,Anthracnose - Carbendazim
Papaya,Sandy,7.2,12,498,Potassium Nitrate,Leaf Spot - Chlorothalonil
Rice,Loamy,6.6,20,745,Potash Fertilizer,Rust - Propiconazole
Coffee,Red,6.6,25,1450,Organic Compost,Powdery Mildew - Sulfur
Eucalyptus,Loamy,6.2,13,1394,Calcium Ammonium Nitrate,Rust - Mancozeb
Jackfruit,Laterite,6.5,33,1594,Organic Compost,Powdery Mildew - Sulfur
Carrot,Sandy,6.4,12,2449,Potassium Nitrate,Thrips - Spinosad
Blueberry,Laterite,6.3,28,997,Sulfur Fertilizer,Bud Rot - Copper Oxychloride
Pineapple,Mountain,6.4,31,2142,Potash Fertilizer,Mealybug - Buprofezin
Jackfruit,Sandy Loam,7.3,25,640,Potassium Nitrate,Late Blight - Mancozeb
Pumpkin,Clayey Loam,5.9,16,2285,Sulfur Fertilizer,Panama Wilt - Thiophanate
Chili,Clayey Loam,5.6,23,977,Sulfur Fertilizer,Stem Borer - Carbaryl
Sugarcane,Alluvial,6.4,32,1081,Sulfur Fertilizer,Anthracnose - Carbendazim
Banana,Red,6,11,1518,Calcium Ammonium Nitrate,Red Rot - Carbendazim
Cashew,Sandy,6.9,14,2247,Potassium Nitrate,Stem Borer - Carbaryl
Sugarcane,Loamy,6.4,12,2016,Urea,Panama Wilt - Thiophanate
Bamboo,Red,6.2,31,2166,Calcium Ammonium Nitrate,Stem Borer - Carbaryl
Pomegranate,Clayey,6.7,13,842,DAP,Bollworm - Cypermethrin
Ginger,Loamy,5.9,15,779,Urea,Scab - Captan
Pumpkin,Clayey Loam,6,23,888,Farmyard Manure,Mealybug - Buprofezin
Jackfruit,Clayey,5.6,12,660,Organic Compost,Blister Blight - Copper Oxychloride
Cashew,Laterite,6.3,34,929,Potassium Nitrate,Mealybug - Buprofezin
Mango,Red,6.1,23,1150,NPK Fertilizer,Late Blight - Mancozeb
Blueberry,Mountain,6.6,31,2259,Calcium Ammonium Nitrate,Bud Rot - Copper Oxychloride
Onion,Sandy,6.7,12,1302,Phosphate Fertilizer,Powdery Mildew - Sulfur
Peach,Loamy,6.6,26,1038,Phosphate Fertilizer,Panama Wilt - Thiophanate
Mahogany,Clayey Loam,6.5,30,1223,DAP,Coffee Rust - Propiconazole
Rice,Laterite,6.6,20,2263,Urea,Rust - Propiconazole
Banana,Mountain,6.3,27,474,Calcium Ammonium Nitrate,Leaf Spot - Chlorothalonil
Banana,Black,6.2,11,1962,DAP,Rust - Propiconazole
Cauliflower,Red,5.9,12,1136,NPK Fertilizer,Mealybug - Buprofezin
Tea,Laterite,7.4,19,713,Urea,Anthracnose - Carbendazim
Turmeric,Mountain,6.6,31,2093,Farmyard Manure,Thrips - Spinosad
Guava,Sandy Loam,6.2,29,1846,Calcium Ammonium Nitrate,Scab - Captan
Black Gram,Sandy Loam,6,33,1515,Sulfur Fertilizer,Thrips - Spinosad
Sunflower,Clayey Loam,7,20,561,Urea,Leaf Curl - Imidacloprid
Tea,Sandy,7.2,24,917,NPK Fertilizer,Red Rot - Carbendazim
Neem,Clayey,5.8,28,571,Potassium Nitrate,Aphids - Imidacloprid
Lentils,Sandy,6.8,34,989,NPK Fertilizer,Bollworm - Cypermethrin
Mahogany,Sandy,6.7,15,1525,Calcium Ammonium Nitrate,Rust - Mancozeb
Brinjal,Sandy,6.9,32,2031,Organic Compost,Thrips - Spinosad
Okra,Laterite,7,20,363,Potash Fertilizer,Stem Borer - Carbaryl
Watermelon,Clayey Loam,7.2,25,803,Urea,Blister Blight - Copper Oxychloride
Brinjal,Laterite,6.4,33,557,Phosphate Fertilizer,Powdery Mildew - Sulfur
Pear,Mountain,6.1,16,1002,Potash Fertilizer,Blister Blight - Copper Oxychloride
Brinjal,Clayey,7.1,30,1007,Potassium Nitrate,Aphids - Imidacloprid
Apple,Sandy,6.2,12,1761,Sulfur Fertilizer,Bollworm - Cypermethrin
Sugarcane,Alluvial,6.1,16,1209,Potassium Nitrate,Rust - Propiconazole
Mahogany,Sandy,7.1,20,723,Farmyard Manure,Coffee Rust - Propiconazole
Tomato,Clayey Loam,6.2,15,1129,NPK Fertilizer,Coffee Rust - Propiconazole
Rice,Clayey,6.3,21,895,Potassium Nitrate,Blister Blight - Copper Oxychloride
Ginger,Clayey,6.4,16,572,DAP,Stem Borer - Carbaryl
Sugarcane,Clayey,5.7,25,1831,Farmyard Manure,Blister Blight - Copper Oxychloride
Cauliflower,Red,6,17,618,Organic Compost,Mealybug - Buprofezin
Strawberry,Sandy,5.9,19,1007,Potash Fertilizer,Scab - Captan
Onion,Loamy,6.5,33,1321,Sulfur Fertilizer,Leaf Spot - Chlorothalonil
Turmeric,Black,6.2,14,1444,Sulfur Fertilizer,Panama Wilt - Thiophanate
Cashew,Sandy,7.1,23,815,Potassium Nitrate,Bud Rot - Copper Oxychloride
Peach,Alluvial,6.2,33,756,NPK Fertilizer,Aphids - Imidacloprid
Guava,Laterite,7.4,29,1101,Organic Compost,Coffee Rust - Propiconazole
Eucalyptus,Laterite,6.2,20,1019,Potash Fertilizer,Late Blight - Mancozeb
Sugarcane,Black,6.6,24,1436,DAP,Red Rot - Carbendazim
Turmeric,Red,5.6,17,397,Urea,Leaf Spot - Chlorothalonil
Tomato,Sandy,6.4,12,1016,Urea,Bollworm - Cypermethrin
Pear,Red,5.7,13,1684,Potassium Nitrate,Leaf Curl - Imidacloprid
Watermelon,Laterite,5.8,12,1598,Farmyard Manure,Scab - Captan
Cotton,Laterite,6.5,31,1130,Urea,Leaf Curl - Imidacloprid
Guava,Sandy Loam,7.2,10,1982,Potash Fertilizer,Leaf Spot - Chlorothalonil
Green Gram,Clayey Loam,6.6,30,2274,Organic Compost,Aphids - Imidacloprid
Potato,Laterite,7.3,16,1766,Phosphate Fertilizer,Bud Rot - Copper Oxychloride
Chili,Mountain,6.5,10,1552,NPK Fertilizer,Leaf Spot - Chlorothalonil
Blueberry,Sandy,6.1,30,2256,Calcium Ammonium Nitrate,Rust - Mancozeb
Carrot,Laterite,5.5,11,1817,DAP,Late Blight - Mancozeb
Sugarcane,Mountain,6.2,15,1865,NPK Fertilizer,Red Rot - Carbendazim
Radish,Alluvial,6.2,23,2382,Phosphate Fertilizer,Late Blight - Mancozeb
Sugarcane,Sandy Loam,6.9,32,528,DAP,Rust - Mancozeb
Groundnut,Mountain,6.3,30,1140,Calcium Ammonium Nitrate,Leaf Spot - Chlorothalonil
Mahogany,Mountain,6.3,21,1601,Potassium Nitrate,Panama Wilt - Thiophanate
Cotton,Red,6.8,20,1333,Calcium Ammonium Nitrate,Mealybug - Buprofezin
Sunflower,Mountain,6.5,10,2361,Farmyard Manure,Coffee Rust - Propiconazole
Sunflower,Alluvial,6.1,24,1616,Urea,Leaf Curl - Imidacloprid
Green Gram,Black,5.6,33,720,Calcium Ammonium Nitrate,Aphids - Imidacloprid
Sunflower,Alluvial,5.8,31,1378,Phosphate Fertilizer,Blast - Tricyclazole
Sugarcane,Clayey,5.9,24,535,Potassium Nitrate,Stem Borer - Carbaryl
Okra,Red,5.7,20,1942,Phosphate Fertilizer,Blister Blight - Copper Oxychloride
Onion,Sandy,6.6,14,445,NPK Fertilizer,Panama Wilt - Thiophanate
Aloe Vera,Mountain,5.5,10,735,Potash Fertilizer,Bud Rot - Copper Oxychloride
Turmeric,Laterite,6.2,23,1859,Potassium Nitrate,Aphids - Imidacloprid
Neem,Sandy,6.8,22,1652,DAP,Leaf Spot - Chlorothalonil
Basil,Red,5.7,13,1816,Calcium Ammonium Nitrate,Powdery Mildew - Sulfur
Apple,Red,5.5,22,2490,Potassium Nitrate,Aphids - Imidacloprid
Blueberry,Sandy Loam,6.5,28,480,Organic Compost,Mealybug - Buprofezin
Neem,Red,6.9,32,928,DAP,Aphids - Imidacloprid
Turmeric,Sandy Loam,7.2,26,2016,Potassium Nitrate,Powdery Mildew - Sulfur
Cashew,Sandy Loam,6,23,2484,Phosphate Fertilizer,Blast - Tricyclazole
Jackfruit,Alluvial,6.2,25,1394,Potassium Nitrate,Anthracnose - Carbendazim
Aloe Vera,Black,6.2,31,2175,Calcium Ammonium Nitrate,Mealybug - Buprofezin
Carrot,Alluvial,6.7,22,313,Farmyard Manure,Late Blight - Mancozeb
Cabbage,Sandy Loam,7.2,35,1232,Potash Fertilizer,Rust - Mancozeb
Rice,Clayey Loam,5.9,10,2467,Sulfur Fertilizer,Leaf Curl - Imidacloprid
Tomato,Mountain,7,17,2120,Sulfur Fertilizer,Coffee Rust - Propiconazole
Radish,Clayey Loam,6,33,2061,DAP,Blister Blight - Copper Oxychloride
Basil,Loamy,7.5,32,1023,Potash Fertilizer,Anthracnose - Carbendazim
Radish,Sandy Loam,6.9,15,671,Potassium Nitrate,Mealybug - Buprofezin
Black Gram,Laterite,6.7,23,1863,Farmyard Manure,Coffee Rust - Propiconazole
Blueberry,Loamy,5.8,28,2199,Farmyard Manure,Thrips - Spinosad
Spinach,Red,7.2,20,2179,Potash Fertilizer,Coffee Rust - Propiconazole
Ginger,Alluvial,6.2,13,652,DAP,Bud Rot - Copper Oxychloride
Peas,Clayey,5.5,32,728,Potash Fertilizer,Rust - Propiconazole
Papaya,Loamy,7.2,29,2499,Organic Compost,Bollworm - Cypermethrin
Carrot,Mountain,7.3,14,1521,Organic Compost,Coffee Rust - Propiconazole
Papaya,Sandy,5.7,29,2100,Urea,Panama Wilt - Thiophanate
Guava,Loamy,6.7,11,1013,NPK Fertilizer,Stem Borer - Carbaryl
Guava,Clayey Loam,7.2,30,1868,Potash Fertilizer,Panama Wilt - Thiophanate
Green Gram,Loamy,6,21,1923,Phosphate Fertilizer,Thrips - Spinosad
Strawberry,Sandy Loam,6.9,19,1750,Urea,Blister Blight - Copper Oxychloride
Maize,Black,5.9,15,1320,Potash Fertilizer,Anthracnose - Carbendazim
Potato,Mountain,7.1,23,371,Farmyard Manure,Rust - Mancozeb
Tomato,Red,6,18,1635,Calcium Ammonium Nitrate,Scab - Captan
Groundnut,Loamy,6.1,35,1872,Phosphate Fertilizer,Blast - Tricyclazole
Basil,Mountain,6.2,19,1836,Organic Compost,Blister Blight - Copper Oxychloride
Onion,Sandy,5.9,12,1261,Calcium Ammonium Nitrate,Thrips - Spinosad
Wheat,Alluvial,6.6,25,2228,Phosphate Fertilizer,Bud Rot - Copper Oxychloride
Lentils,Sandy Loam,6.5,23,1805,DAP,Late Blight - Mancozeb
Soybean,Sandy,7.4,35,1543,DAP,Late Blight - Mancozeb
Cashew,Mountain,6.8,20,1760,Potassium Nitrate,Blister Blight - Copper Oxychloride
Apple,Black,6.5,19,1089,NPK Fertilizer,Panama Wilt - Thiophanate
Pumpkin,Clayey,6.8,16,1300,Sulfur Fertilizer,Stem Borer - Carbaryl
Lentils,Mountain,6.9,28,694,NPK Fertilizer,Mealybug - Buprofezin
Eucalyptus,Clayey,6.5,11,2264,Urea,Anthracnose - Carbendazim
Mahogany,Mountain,7.3,17,2109,Urea,Stem Borer - Carbaryl
Blueberry,Clayey,5.8,20,2108,Organic Compost,Blister Blight - Copper Oxychloride
Pumpkin,Loamy,7.3,17,2181,NPK Fertilizer,Thrips - Spinosad
Black Gram,Clayey Loam,5.5,26,2207,Farmyard Manure,Aphids - Imidacloprid
Coconut,Mountain,7.2,14,759,Potash Fertilizer,Powdery Mildew - Sulfur
Onion,Clayey Loam,5.9,11,682,Potash Fertilizer,Stem Borer - Carbaryl
Banana,Laterite,5.5,11,1829,Urea,Stem Borer - Carbaryl
Sunflower,Alluvial,5.6,25,709,DAP,Bud Rot - Copper Oxychloride
Brinjal,Clayey Loam,6,15,1173,Urea,Anthracnose - Carbendazim
Aloe Vera,Sandy,6.7,14,1613,Phosphate Fertilizer,Panama Wilt - Thiophanate
Soybean,Clayey Loam,6.2,29,1249,Phosphate Fertilizer,Stem Borer - Carbaryl
Mahogany,Sandy Loam,6.2,20,1803,Potassium Nitrate,Bud Rot - Copper Oxychloride
Jute,Red,5.8,34,2424,Sulfur Fertilizer,Rust - Mancozeb
Potato,Red,6.5,15,1947,Urea,Blister Blight - Copper Oxychloride
Spinach,Sandy Loam,6.4,13,544,Phosphate Fertilizer,Coffee Rust - Propiconazole
Cabbage,Red,7,35,2168,DAP,Panama Wilt - Thiophanate
Pomegranate,Loamy,5.6,29,1227,DAP,Blast - Tricyclazole
Bamboo,Mountain,6.9,26,666,Urea,Panama Wilt - Thiophanate
Blueberry,Black,5.9,18,1885,Phosphate Fertilizer,Coffee Rust - Propiconazole
Cabbage,Loamy,6.8,14,1773,Calcium Ammonium Nitrate,Anthracnose - Carbendazim
Pomegranate,Clayey,5.6,23,1366,Potassium Nitrate,Stem Borer - Carbaryl
Papaya,Laterite,6.6,17,1674,Potash Fertilizer,Mealybug - Buprofezin
Pomegranate,Sandy Loam,7.5,29,928,Organic Compost,Blast - Tricyclazole
Tomato,Sandy,7.3,29,1187,DAP,Panama Wilt - Thiophanate
Tomato,Clayey Loam,6.7,26,1018,NPK Fertilizer,Scab - Captan
Rice,Laterite,5.5,17,1469,Potassium Nitrate,Rust - Mancozeb
Eucalyptus,Sandy,6,25,2018,Calcium Ammonium Nitrate,Blister Blight - Copper Oxychloride
Lentils,Sandy Loam,7.4,10,1846,Farmyard Manure,Scab - Captan
Wheat,Clayey Loam,6.2,29,901,DAP,Leaf Curl - Imidacloprid
Potato,Sandy Loam,6.8,30,1720,Farmyard Manure,Panama Wilt - Thiophanate
Tomato,Black,6.9,19,2233,Calcium Ammonium Nitrate,Aphids - Imidacloprid
Onion,Mountain,6.2,12,1654,Farmyard Manure,Panama Wilt - Thiophanate
Peas,Sandy Loam,6,11,435,DAP,Panama Wilt - Thiophanate
Black Gram,Red,6.8,32,1228,Potassium Nitrate,Panama Wilt - Thiophanate
Peach,Sandy,7,24,450,Organic Compost,Blast - Tricyclazole
Bamboo,Red,6.5,33,1300,NPK Fertilizer,Powdery Mildew - Sulfur
Turmeric,Clayey Loam,7.2,11,1222,Urea,Powdery Mildew - Sulfur
Tea,Red,6.7,22,2496,Urea,Blister Blight - Copper Oxychloride
Mango,Loamy,6.9,30,1174,Phosphate Fertilizer,Anthracnose - Carbendazim
Coffee,Alluvial,6.5,21,1842,Sulfur Fertilizer,Late Blight - Mancozeb
Banana,Mountain,6.4,35,780,NPK Fertilizer,Panama Wilt - Thiophanate
Carrot,Sandy Loam,6.6,12,1082,Phosphate Fertilizer,Rust - Propiconazole
Pomegranate,Clayey Loam,6.7,28,1263,Calcium Ammonium Nitrate,Coffee Rust - Propiconazole
Jackfruit,Clayey Loam,6.2,20,1050,Phosphate Fertilizer,Anthracnose - Carbendazim
Apple,Clayey Loam,6.3,13,1527,Organic Compost,Thrips - Spinosad
Papaya,Black,7.1,19,2203,Urea,Blister Blight - Copper Oxychloride
Soybean,Sandy Loam,6.8,22,1746,Urea,Thrips - Spinosad
Okra,Laterite,6.4,33,776,Potassium Nitrate,Leaf Curl - Imidacloprid
Coffee,Sandy Loam,6.7,32,1673,Potash Fertilizer,Leaf Curl - Imidacloprid
Onion,Alluvial,5.5,32,1083,Urea,Leaf Spot - Chlorothalonil
Cauliflower,Mountain,7.2,13,2253,Calcium Ammonium Nitrate,Bud Rot - Copper Oxychloride
Cashew,Sandy,6.8,17,302,Phosphate Fertilizer,Leaf Curl - Imidacloprid
Watermelon,Laterite,7,21,1362,Potash Fertilizer,Anthracnose - Carbendazim
Watermelon,Alluvial,6.4,25,1029,Calcium Ammonium Nitrate,Stem Borer - Carbaryl
Okra,Black,7,12,720,DAP,Coffee Rust - Propiconazole
Pear,Sandy Loam,6.2,21,602,Sulfur Fertilizer,Mealybug - Buprofezin
Radish,Black,5.8,34,1893,Sulfur Fertilizer,Mealybug - Buprofezin
Coffee,Laterite,6.2,12,2022,Urea,Rust - Propiconazole
Peach,Sandy,6.6,24,1713,Farmyard Manure,Leaf Curl - Imidacloprid
Onion,Clayey Loam,6.7,12,2274,Potash Fertilizer,Late Blight - Mancozeb
Okra,Alluvial,6.9,32,2268,Farmyard Manure,Blast - Tricyclazole
Banana,Clayey Loam,6.7,29,1054,Sulfur Fertilizer,Coffee Rust - Propiconazole
Eucalyptus,Loamy,5.7,25,355,Sulfur Fertilizer,Mealybug - Buprofezin
Peach,Alluvial,5.6,14,1867,DAP,Aphids - Imidacloprid
Jackfruit,Mountain,6.5,23,437,NPK Fertilizer,Bud Rot - Copper Oxychloride
Okra,Black,6.3,32,1626,Urea,Anthracnose - Carbendazim
Turmeric,Clayey,7,21,1217,Farmyard Manure,Stem Borer - Carbaryl
Coffee,Sandy Loam,6.2,13,1375,Potash Fertilizer,Anthracnose - Carbendazim
Spinach,Clayey Loam,5.8,33,1200,Urea,Anthracnose - Carbendazim
Sugarcane,Clayey,7.3,19,1298,Phosphate Fertilizer,Late Blight - Mancozeb
Lentils,Sandy,6.6,30,1784,Phosphate Fertilizer,Mealybug - Buprofezin
Banana,Mountain,6.5,28,407,Urea,Coffee Rust - Propiconazole
Carrot,Mountain,6.4,16,2066,Phosphate Fertilizer,Mealybug - Buprofezin
Cauliflower,Clayey Loam,6.8,25,1451,Calcium Ammonium Nitrate,Blast - Tricyclazole
Potato,Clayey,6.9,21,1601,Potassium Nitrate,Leaf Curl - Imidacloprid
Brinjal,Mountain,6.8,16,362,DAP,Panama Wilt - Thiophanate
Soybean,Alluvial,7.3,28,943,DAP,Bollworm - Cypermethrin
Banana,Loamy,7,24,1701,Potassium Nitrate,Late Blight - Mancozeb
Pineapple,Sandy Loam,6.2,23,1832,DAP,Red Rot - Carbendazim
Basil,Laterite,5.9,14,1927,Phosphate Fertilizer,Blast - Tricyclazole
Eucalyptus,Clayey Loam,7.5,10,405,Organic Compost,Bollworm - Cypermethrin
Tomato,Red,7,25,619,Phosphate Fertilizer,Thrips - Spinosad
Carrot,Black,6.9,19,1835,Potassium Nitrate,Coffee Rust - Propiconazole
Mustard,Alluvial,7.4,11,1805,Organic Compost,Anthracnose - Carbendazim
Pear,Clayey,5.9,27,1960,Urea,Leaf Curl - Imidacloprid
Pineapple,Laterite,5.6,30,1117,Urea,Red Rot - Carbendazim
Pineapple,Red,7.4,26,2055,Phosphate Fertilizer,Anthracnose - Carbendazim
Onion,Red,5.7,19,1662,NPK Fertilizer,Anthracnose - Carbendazim
Guava,Clayey,6.5,33,1497,Potash Fertilizer,Blast - Tricyclazole
Wheat,Alluvial,6.5,25,1150,Potash Fertilizer,Late Blight - Mancozeb
Groundnut,Sandy,6.7,25,1025,Farmyard Manure,Coffee Rust - Propiconazole
Soybean,Mountain,5.7,11,414,Sulfur Fertilizer,Thrips - Spinosad
Guava,Laterite,6.1,19,1597,Organic Compost,Red Rot - Carbendazim
Turmeric,Black,7.2,29,335,Organic Compost,Bud Rot - Copper Oxychloride
Lentils,Black,6.8,23,1298,Organic Compost,Rust - Propiconazole
Green Gram,Laterite,6.7,23,606,Potassium Nitrate,Blast - Tricyclazole
Cashew,Laterite,5.8,26,2252,Phosphate Fertilizer,Thrips - Spinosad
Neem,Laterite,5.9,23,962,Calcium Ammonium Nitrate,Red Rot - Carbendazim
Apple,Black,5.9,25,1759,Farmyard Manure,Rust - Propiconazole
Mahogany,Sandy Loam,6.6,23,801,Farmyard Manure,Blast - Tricyclazole
Blueberry,Loamy,6.5,18,938,Calcium Ammonium Nitrate,Leaf Curl - Imidacloprid
Mango,Sandy Loam,5.9,32,310,Farmyard Manure,Leaf Curl - Imidacloprid
Basil,Red,6.6,25,872,DAP,Scab - Captan
Okra,Sandy,6.4,10,469,Farmyard Manure,Bud Rot - Copper Oxychloride
Brinjal,Black,6.5,31,1227,Calcium Ammonium Nitrate,Anthracnose - Carbendazim
Onion,Laterite,6,16,1812,Phosphate Fertilizer,Powdery Mildew - Sulfur
Turmeric,Sandy Loam,6.8,18,423,Calcium Ammonium Nitrate,Thrips - Spinosad
Sunflower,Clayey Loam,5.8,17,751,Potassium Nitrate,Aphids - Imidacloprid
Groundnut,Loamy,7.2,35,2204,Potash Fertilizer,Thrips - Spinosad
Black Gram,Sandy,5.7,21,452,Sulfur Fertilizer,Blister Blight - Copper Oxychloride
Strawberry,Alluvial,5.8,26,2311,Potassium Nitrate,Blister Blight - Copper Oxychloride
Jute,Clayey Loam,6.7,10,1812,Organic Compost,Rust - Propiconazole
Papaya,Black,6.1,26,543,DAP,Red Rot - Carbendazim
Ginger,Red,7.4,33,1261,Urea,Powdery Mildew - Sulfur
Brinjal,Sandy,6.1,23,403,Potash Fertilizer,Red Rot - Carbendazim
Okra,Clayey Loam,7.3,33,840,Urea,Rust - Propiconazole
Okra,Loamy,6.7,18,1333,NPK Fertilizer,Powdery Mildew - Sulfur
Coffee,Clayey,7,13,2283,Organic Compost,Late Blight - Mancozeb
Coconut,Red,7.3,23,1302,Organic Compost,Red Rot - Carbendazim
Coconut,Loamy,6.1,27,1541,Phosphate Fertilizer,Late Blight - Mancozeb
Blueberry,Red,6.8,16,1680,Potassium Nitrate,Rust - Mancozeb
Mustard,Black,5.9,15,1795,NPK Fertilizer,Leaf Spot - Chlorothalonil
Blueberry,Clayey,6.3,32,1000,Calcium Ammonium Nitrate,Red Rot - Carbendazim
Jackfruit,Black,7,14,1436,Sulfur Fertilizer,Aphids - Imidacloprid
Cotton,Loamy,7.2,28,579,NPK Fertilizer,Mealybug - Buprofezin
Spinach,Sandy Loam,7.3,30,1022,Organic Compost,Bollworm - Cypermethrin
Sunflower,Mountain,5.8,35,1959,Farmyard Manure,Panama Wilt - Thiophanate
Peas,Clayey,5.6,30,1159,Potash Fertilizer,Rust - Mancozeb
Chili,Loamy,6.4,16,2236,Organic Compost,Powdery Mildew - Sulfur
Jackfruit,Sandy Loam,5.8,14,1059,Organic Compost,Blister Blight - Copper Oxychloride
Basil,Red,5.6,24,2344,Organic Compost,Red Rot - Carbendazim
Mustard,Loamy,7.1,34,866,Farmyard Manure,Coffee Rust - Propiconazole
Papaya,Mountain,5.9,15,979,DAP,Thrips - Spinosad
